0.439466,0.263397,0.812704,0.543712,-0.00759323,0.949591,0.530368,-0.121845,0.811141,0.339643,-0.42827,0.572283,0.552403,-0.206489,0.66495,0.536767,-0.0276672,0.651596
0.428895,0.316904,0.808018,0.555024,0.0582184,0.950196,0.539039,-0.045351,0.803847,0.36967,-0.372415,0.573555,0.557738,-0.126699,0.658964,0.540928,0.0521826,0.64806
0.419115,0.354359,0.793649,0.56258,0.102439,0.931472,0.546594,-0.0013015,0.785246,0.382952,-0.33672,0.572313,0.563026,-0.0813088,0.64566,0.542064,0.0967169,0.629307
0.416885,0.363262,0.783441,0.564382,0.112997,0.920017,0.547856,0.00506257,0.776919,0.38324,-0.333174,0.57059,0.566335,-0.0783423,0.638254,0.547489,0.0994689,0.617565
0.418452,0.359609,0.780877,0.564876,0.108587,0.917218,0.547677,-0.00112235,0.775557,0.381403,-0.337708,0.570046,0.567334,-0.0848553,0.637395,0.549051,0.0928273,0.615155
0.428057,0.33077,0.780539,0.563208,0.0728305,0.915604,0.545286,-0.0387002,0.775462,0.37191,-0.362158,0.569654,0.57138,-0.120471,0.639226,0.554286,0.0569111,0.613864
0.436202,0.300111,0.779999,0.558508,0.0350517,0.913512,0.541185,-0.0812159,0.777197,0.359151,-0.389174,0.56866,0.573793,-0.162301,0.642809,0.556746,0.0146445,0.614528
0.44474,0.25366,0.778312,0.547809,-0.0220615,0.906356,0.53078,-0.146398,0.77732,0.33684,-0.427516,0.566826,0.572615,-0.224843,0.646667,0.555413,-0.0487761,0.613431
0.448129,0.220361,0.776792,0.539142,-0.0609938,0.901681,0.521629,-0.19033,0.777723,0.318283,-0.45405,0.565566,0.567885,-0.270253,0.648984,0.552091,-0.0946683,0.612644
0.449227,0.183757,0.775745,0.528744,-0.102162,0.89809,0.510982,-0.236149,0.779212,0.296943,-0.480653,0.564727,0.55998,-0.318505,0.651678,0.548352,-0.143118,0.612894
0.448161,0.154807,0.775408,0.519504,-0.133957,0.8961,0.501735,-0.271401,0.781238,0.279229,-0.500241,0.564458,0.551447,-0.355921,0.654514,0.543628,-0.180721,0.613969
0.443214,0.110517,0.775441,0.503043,-0.181478,0.894606,0.484883,-0.323804,0.785915,0.249199,-0.529125,0.564458,0.533152,-0.414218,0.660416,0.531727,-0.239511,0.61711
0.437296,0.0794586,0.775847,0.490601,-0.213864,0.894849,0.472392,-0.359895,0.791198,0.22619,-0.548107,0.564607,0.516529,-0.455473,0.665419,0.521446,-0.28116,0.620801
0.432002,0.0580876,0.776421,0.480892,-0.235445,0.896794,0.463105,-0.384628,0.797657,0.208617,-0.561445,0.565416,0.502227,-0.486305,0.67119,0.51307,-0.312551,0.625451
