0.386588,0.430927,0.768548,0.58089,0.209232,0.895587,0.591346,0.0330916,0.931157,0.385119,-0.354284,0.589364,0.611067,-0.164512,0.715757,0.580363,0.00919839,0.679953
0.381267,0.440243,0.768649,0.578866,0.225065,0.901669,0.590054,0.0494196,0.939396,0.392277,-0.336936,0.591347,0.61018,-0.13916,0.719581,0.580007,0.0352002,0.686594
0.371314,0.456538,0.768649,0.575295,0.251554,0.907984,0.588548,0.0764113,0.947349,0.400999,-0.310656,0.592961,0.608111,-0.102147,0.722072,0.579107,0.0730656,0.692757
0.358731,0.475328,0.768649,0.570027,0.28143,0.912866,0.585229,0.106471,0.952341,0.408277,-0.282543,0.594236,0.605935,-0.0647764,0.722883,0.577167,0.111013,0.696989
0.346699,0.491724,0.768649,0.564362,0.307862,0.916497,0.581738,0.133048,0.955717,0.413562,-0.256083,0.595669,0.603611,-0.0311544,0.723457,0.574491,0.144909,0.699924
0.338904,0.501612,0.769089,0.560133,0.323901,0.919146,0.579139,0.149212,0.958163,0.416381,-0.238302,0.59698,0.602226,-0.00950877,0.724086,0.573785,0.16685,0.701983
0.33281,0.508988,0.769562,0.556354,0.335629,0.921271,0.577126,0.161156,0.960358,0.418125,-0.223928,0.597979,0.60161,0.00691192,0.724814,0.574399,0.183573,0.703594
0.331968,0.509958,0.770001,0.555664,0.337165,0.922133,0.576261,0.162628,0.961022,0.418759,-0.217026,0.598354,0.601243,0.014497,0.725389,0.574737,0.191309,0.704534
0.332887,0.508837,0.770373,0.556082,0.335326,0.922422,0.575468,0.160532,0.960779,0.418917,-0.214812,0.598417,0.601715,0.0162071,0.725916,0.576852,0.193221,0.704754
0.333574,0.507954,0.771184,0.556128,0.334216,0.923913,0.575129,0.159408,0.962395,0.418735,-0.217414,0.598354,0.602951,0.0116115,0.727399,0.579755,0.188924,0.706854
0.335111,0.506054,0.771793,0.556011,0.332032,0.926585,0.574032,0.157313,0.965935,0.418484,-0.220988,0.598323,0.603578,0.00591529,0.729838,0.581322,0.183461,0.710288
0.33929,0.500594,0.775475,0.555017,0.322856,0.93331,0.570698,0.148105,0.973511,0.417672,-0.231274,0.598386,0.603364,-0.0088567,0.736552,0.578598,0.168201,0.715642
0.341393,0.497824,0.776792,0.555073,0.318531,0.93565,0.570226,0.143883,0.976497,0.417027,-0.237627,0.598354,0.602906,-0.0177196,0.740237,0.576063,0.158883,0.71808
0.351478,0.484234,0.780303,0.557454,0.297631,0.940909,0.569118,0.123093,0.983342,0.414972,-0.254991,0.598636,0.601972,-0.042804,0.750454,0.571114,0.132736,0.725284
0.360346,0.47146,0.783002,0.55952,0.278312,0.944448,0.567693,0.103786,0.987737,0.413176,-0.26622,0.598542,0.60064,-0.0591513,0.756721,0.567349,0.115619,0.729392
0.381571,0.437261,0.787116,0.565024,0.229784,0.94941,0.564966,0.0556921,0.995147,0.406646,-0.297228,0.598042,0.600719,-0.108263,0.770288,0.564732,0.0649485,0.737081
0.400724,0.399933,0.790485,0.567115,0.178437,0.95264,0.558911,0.00517175,1.00072,0.396807,-0.331401,0.597386,0.59942,-0.164391,0.782038,0.562585,0.0069879,0.741144
