0.387121,0.418797,0.696015,0.671096,0.291888,0.775345,0.671633,0.111894,0.776699,0.363056,-0.469375,0.776307,0.517946,-0.20067,0.859058,0.613177,-0.0487331,0.843366
0.387183,0.418691,0.696048,0.671118,0.291727,0.775433,0.671606,0.111732,0.776783,0.365172,-0.466254,0.776104,0.53328,-0.206017,0.860111,0.635269,-0.0582805,0.846982
0.387183,0.418691,0.696048,0.671097,0.291689,0.77545,0.671563,0.111695,0.776789,0.371697,-0.456263,0.776104,0.549138,-0.202297,0.860111,0.65565,-0.0577241,0.847699
0.387183,0.418691,0.696048,0.671097,0.291689,0.77545,0.67154,0.111695,0.776783,0.381638,-0.439905,0.776882,0.560551,-0.186856,0.860532,0.667412,-0.0425622,0.847876
0.387183,0.418691,0.696048,0.671097,0.291689,0.77545,0.67154,0.111695,0.776783,0.387556,-0.4294,0.777964,0.561027,-0.172329,0.860808,0.664803,-0.0258412,0.847693
0.38724,0.418582,0.696048,0.671122,0.29151,0.77545,0.671516,0.111515,0.776772,0.391253,-0.422498,0.778911,0.546521,-0.153361,0.859524,0.640531,-0.000532662,0.845185
0.387221,0.418618,0.696048,0.671114,0.29157,0.77545,0.671503,0.111575,0.776756,0.384693,-0.434445,0.778911,0.520995,-0.155456,0.860324,0.605536,0.00285514,0.846526
0.387226,0.418621,0.696082,0.671113,0.291569,0.7755,0.671489,0.111574,0.776786,0.368589,-0.460963,0.778066,0.508176,-0.184305,0.861831,0.595353,-0.0273153,0.849403
0.387207,0.418657,0.696082,0.671104,0.291629,0.7755,0.67149,0.111634,0.776774,0.363843,-0.468106,0.778066,0.517436,-0.199498,0.863505,0.612258,-0.046933,0.851987
0.38725,0.418587,0.696115,0.67114,0.291565,0.775571,0.671529,0.11157,0.776847,0.369419,-0.459674,0.778235,0.539721,-0.201478,0.8641,0.642998,-0.0544942,0.852711
0.387202,0.418654,0.696048,0.671103,0.291648,0.775489,0.671484,0.111653,0.776773,0.381124,-0.44066,0.778607,0.553601,-0.183745,0.863973,0.65743,-0.0371781,0.852241
0.387207,0.418657,0.696082,0.671104,0.291629,0.7755,0.67148,0.111634,0.776752,0.387627,-0.429108,0.779959,0.551996,-0.166036,0.862522,0.651179,-0.0164172,0.849214
0.387226,0.418621,0.696082,0.671113,0.291569,0.7755,0.671477,0.111574,0.776742,0.386134,-0.431738,0.780669,0.526822,-0.154424,0.860323,0.613598,0.00257779,0.845475
0.387188,0.418693,0.696082,0.671098,0.29167,0.775461,0.671487,0.111674,0.776679,0.376526,-0.44824,0.779993,0.507831,-0.166942,0.861673,0.59034,-0.00754615,0.848058
0.387188,0.418693,0.696082,0.671117,0.291726,0.775483,0.671534,0.111731,0.776727,0.364591,-0.466912,0.779317,0.509346,-0.193245,0.864132,0.599643,-0.0379844,0.852278
0.387207,0.418657,0.696082,0.671126,0.291666,0.775483,0.671531,0.111671,0.776718,0.367779,-0.462166,0.778573,0.536633,-0.203819,0.866813,0.639499,-0.0564521,0.856735
0.387207,0.418657,0.696082,0.671083,0.291591,0.775516,0.671441,0.111596,0.776749,0.380129,-0.442333,0.778844,0.555293,-0.188208,0.86704,0.660848,-0.0427651,0.856817
0.387202,0.418654,0.696048,0.671081,0.291611,0.775506,0.671444,0.111615,0.77677,0.389292,-0.426053,0.780061,0.556836,-0.166695,0.86783,0.658032,-0.0182043,0.857347
0.387188,0.418693,0.696082,0.671096,0.291689,0.7755,0.671492,0.111693,0.776733,0.391056,-0.422722,0.780568,0.546173,-0.155752,0.868358,0.64091,-0.00315425,0.85658
0.387188,0.418693,0.696082,0.671096,0.291689,0.7755,0.671492,0.111693,0.776733,0.386138,-0.431693,0.781075,0.526948,-0.157062,0.869344,0.614916,-0.00084164,0.85332
0.387207,0.418657,0.696082,0.671102,0.291648,0.775538,0.671488,0.111652,0.776797,0.379354,-0.443415,0.781548,0.515527,-0.16652,0.87002,0.601855,-0.00981527,0.850245
0.387207,0.418657,0.696082,0.671104,0.291629,0.7755,0.671486,0.111634,0.776733,0.374802,-0.451021,0.780297,0.514391,-0.176865,0.871917,0.603151,-0.0220826,0.848165
0.387207,0.418657,0.696082,0.671104,0.291629,0.7755,0.671486,0.111634,0.776733,0.37344,-0.453345,0.778505,0.51557,-0.181956,0.874359,0.605993,-0.0281695,0.850412
0.387207,0.418657,0.696082,0.671104,0.291629,0.7755,0.671486,0.111634,0.776733,0.373522,-0.453299,0.777254,0.524089,-0.189332,0.880656,0.619444,-0.0384024,0.857684
0.386967,0.419087,0.696015,0.671027,0.292366,0.775345,0.671608,0.112371,0.77656,0.361116,-0.472517,0.768425,0.517391,-0.210438,0.868092,0.618117,-0.0618454,0.854879
